index,cpd_id,action,variable,value,note,comment,reference,phase,date
1291,m90184,replace,cpd_name,omega-muricholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1292,m90185,replace,cpd_name,hyocholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1293,m90186,replace,cpd_name,dehydrocholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1294,m90187,replace,cpd_name,free amino acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1295,m90188,replace,cpd_name,m90188,standby,,,formulating biomass components and curating bile acid metabolism,6/10/15
1296,m90189,replace,cpd_name,m90189,standby,,,formulating biomass components and curating bile acid metabolism,6/10/15
1297,m90190,replace,cpd_name,protein,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1298,m90191,replace,cpd_name,free essential amino acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1299,m90192,replace,cpd_name,free nonessential amino acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1300,m90193,replace,cpd_name,intracellular bile acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1301,m90194,replace,cpd_name,glycogen storage pool,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1302,m90195,replace,cpd_name,intracellular lipids,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1303,m90196,replace,cpd_name,hyodeoxycholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1304,m90197,replace,cpd_name,tauro-hyodeoxycholic acid,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1305,m90198,replace,cpd_name,ursodeoxycholoyl-CoA,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1306,m90199,replace,cpd_name,misc biomass metabolites,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1307,m99999,replace,cpd_name,cellular biomass,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1308,p001,replace,cpd_name,human biomass,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1309,p002,replace,cpd_name,misc sink,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1310,p003,replace,cpd_name,steroid sink,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1311,p004,replace,cpd_name,xenobiotic sink,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1312,p005,replace,cpd_name,arachidonate sink,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1313,p006,replace,cpd_name,cholesterol-ester sink,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1314,p810,replace,cpd_name,rat biomass demand,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1315,m90179,replace,hmdb_id,HMDB00932,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1316,m02981,add,kegg_alt,C09332,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1317,m90166,replace,kegg_id,C17647,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1318,m90167,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1319,m90168,replace,kegg_id,C17726,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1320,m90169,replace,kegg_id,C13154,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1321,m90170,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1322,m90171,replace,kegg_id,C17727,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1323,m90173,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1324,m90174,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1325,m90175,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1326,m90177,replace,kegg_id,C17649,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1327,m90178,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1328,m90179,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1329,m90180,replace,kegg_id,C15515,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1330,m90181,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1331,m90182,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1332,m90183,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1333,m90184,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1334,m90185,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1335,m90186,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1336,m90187,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,6/10/15
1337,m90188,replace,kegg_id,,,,,formulating biomass components and curating bile acid metabolism,7/10/15
1338,m01721,replace,met_mw,308.893,DNA,,,formulating biomass components and curating bile acid metabolism,7/10/15
1339,m02847,replace,met_mw,323.2868,RNA,,,formulating biomass components and curating bile acid metabolism,7/10/15
1340,m90190,replace,met_mw,130,protein amino acid,,,formulating biomass components and curating bile acid metabolism,7/10/15
1341,m90191,replace,met_mw,,free essential amino acid,,,formulating biomass components and curating bile acid metabolism,7/10/15
1342,m90192,replace,met_mw,,free nonessential amino acid,,,formulating biomass components and curating bile acid metabolism,7/10/15
1343,m90199,replace,met_mw,257,misc intracellular metabolites,,,formulating biomass components and curating bile acid metabolism,7/10/15
1344,m02198,replace,cpd_name,sialyl-Lc4Cer,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",,,setting up metabolic tasks,9/27/15
1345,m02194,replace,cpd_name,Lewis (b) antigen,"IV2Fuc,III4Fuc-Lc4Cer",,,setting up metabolic tasks,9/27/15
1346,m02194,replace,kegg_id,G00043,,,,setting up metabolic tasks,9/27/15
1347,m01849,replace,cpd_name,sialyl-Lewis (a) antigen,,,,setting up metabolic tasks,9/27/15
1348,m02198,replace,kegg_id,G00047,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",,,setting up metabolic tasks,9/30/15
1349,m01850,replace,cpd_name,ALeb antigen,,,,setting up metabolic tasks,9/30/15
1350,m02195,replace,cpd_name,type I H glycolipid,IV2Fuc-Lc4Cer,,,setting up metabolic tasks,9/30/15
1351,m90200,replace,cpd_name,serum bile acid,,,,setting up metabolic tasks,9/30/15
1352,m01592,replace,cpd_name,CMP-Neu5Ac,CMP-N-acetylneuraminate,,,setting up metabolic tasks,11/1/15
1353,m02543,replace,cpd_name,Neu5Ac,N-acetylneuraminate,,,setting up metabolic tasks,11/1/15
1354,m01593,replace,cpd_name,CMP-Neu5Gc,CMP-N-glycolylneuraminate,,,setting up metabolic tasks,11/1/15
1355,m02565,replace,cpd_name,Neu5Gc,N-glycolylneuraminate,,,setting up metabolic tasks,11/1/15
